SaleAccount1,Debit,2022-01-04,1350
SaleAccount1,Debit,2022-01-04,1350
SaleAccount1,Debit,2022-01-06,1800
SaleAccount1,Debit,2022-02-02,3500
SaleAccount1,Debit,2022-02-02,2000
SaleAccount1,Debit,2022-02-02,1800
